Source,SpecimenID,Location,Day,Month,Year,A or B egg,Length (mm),Breadth (mm),Volume,Reference
UCT-RSPB,Gough 80,Gough,10,9,2013,A,62.5,50.3,80.2,
UCT-RSPB,Gough 52,Gough,10,9,2013,A,63.0,49.8,79.2,
UCT-RSPB,Gough 89,Gough,10,9,2013,A,64.4,47.8,74.6,
UCT-RSPB,Gough 46,Gough,10,9,2013,A,63.4,49.5,78.8,
UCT-RSPB,Gough 62,Gough,10,9,2013,A,64.0,48.9,77.6,
UCT-RSPB,Gough 66,Gough,10,9,2013,A,63.7,49.4,78.8,
UCT-RSPB,Gough 1,Gough,10,9,2013,A,64.2,48.7,77.2,
UCT-RSPB,Gough 22,Gough,10,9,2013,A,63.2,50.2,80.7,
UCT-RSPB,Gough 88,Gough,10,9,2013,A,64.6,48.2,76.1,
UCT-RSPB,Gough 18,Gough,10,9,2013,A,63.6,49.7,79.6,
UCT-RSPB,Gough 6,Gough,10,9,2013,A,63.5,50.0,80.5,
UCT-RSPB,Gough 54,Gough,10,9,2013,A,64.1,49.7,80.3,
UCT-RSPB,Gough 31,Gough,10,9,2013,A,64.8,49.0,78.9,
UCT-RSPB,Gough 38,Gough,10,9,2013,A,65.1,48.8,78.6,
UCT-RSPB,Gough 43,Gough,10,9,2013,A,64.8,50.0,82.1,
UCT-RSPB,Gough 41,Gough,10,9,2013,A,65.8,49.1,80.4,
UCT-RSPB,Gough 75,Gough,10,9,2013,A,64.8,50.6,84.1,
UCT-RSPB,Gough 23,Gough,10,9,2013,A,67.5,47.2,76.2,
UCT-RSPB,Gough 25,Gough,10,9,2013,A,66.2,49.3,81.6,
UCT-RSPB,Gough 19,Gough,10,9,2013,A,65.0,51.2,86.4,
UCT-RSPB,Gough 78,Gough,10,9,2013,A,65.0,51.6,87.7,
UCT-RSPB,Gough 69,Gough,10,9,2013,A,65.4,51.1,86.6,
UCT-RSPB,Gough 50,Gough,10,9,2013,A,67.5,48.6,80.8,
UCT-RSPB,Gough 9,Gough,10,9,2013,A,65.5,51.6,88.4,
UCT-RSPB,Gough 56,Gough,10,9,2013,A,66.7,50.0,84.5,
UCT-RSPB,Gough 20,Gough,10,9,2013,A,65.9,51.5,88.6,
UCT-RSPB,Gough 94,Gough,10,9,2013,A,69.8,47.0,78.2,
UCT-RSPB,Gough 15,Gough,10,9,2013,A,67.6,50.9,88.8,
UCT-RSPB,Gough 58,Gough,10,9,2013,A,67.3,52.5,94.0,
UCT-RSPB,Gough 26,Gough,10,9,2013,A,69.9,49.0,85.1,
UCT-RSPB,Gough 87,Gough,10,9,2013,A,67.0,53.9,98.7,
UCT-RSPB,Gough 27,Gough,10,9,2013,A,69.7,52.2,96.3,
UCT-RSPB,Gough 49,Gough,10,9,2013,A,70.6,51.0,93.1,
UCT-RSPB,Gough 21,Gough,10,9,2013,A,67.0,56.5,108.4,
UCT-RSPB,Gough 64,Gough,10,9,2013,A,69.9,53.1,99.9,
UCT-RSPB,Gough 67,Gough,10,9,2013,A,68.7,54.9,105.0,
UCT-RSPB,Gough 90,Gough,10,9,2013,A,70.8,52.4,98.6,
UCT-RSPB,Gough 36,Gough,10,9,2013,A,71.6,51.4,95.9,
UCT-RSPB,Gough 96,Gough,10,9,2013,A,69.8,54.1,103.6,
UCT-RSPB,Gough 59,Gough,10,9,2013,A,70.6,54.3,105.5,
UCT-RSPB,Gough 55,Gough,10,9,2013,A,70.1,55.9,111.1,
UCT-RSPB,Gough 63,Gough,10,9,2013,A,70.7,56.4,114.0,
UCT-RSPB,Gough 11,Gough,10,9,2013,A,72.1,54.9,110.2,
UCT-RSPB,Gough 4,Gough,10,9,2013,A,71.6,55.8,113.0,
UCT-RSPB,Gough 29,Gough,10,9,2013,A,72.6,54.7,110.1,
UCT-RSPB,Gough 53,Gough,10,9,2013,A,71.7,56.5,116.0,
UCT-RSPB,Gough 2,Gough,10,9,2013,A,71.2,58.3,122.7,
UCT-RSPB,Gough 95,Gough,10,9,2013,A,73.6,55.5,114.9,
UCT-RSPB,Gough 34,Gough,10,9,2013,A,72.2,58.8,126.6,
UCT-RSPB,Gough 79,Gough,10,9,2013,A,73.8,57.5,123.7,
UCT-RSPB,Gough 7,Gough,10,9,2013,A,73.2,58.8,128.3,
UCT-RSPB,Gough 7,Gough,10,9,2013,B,65.4,51.4,87.6,
UCT-RSPB,Gough 80,Gough,10,9,2013,B,65.5,53.1,93.6,
UCT-RSPB,Gough 48,Gough,10,9,2013,B,66.1,52.5,92.4,
UCT-RSPB,Gough 100,Gough,10,9,2013,B,66.3,52.6,93.0,
UCT-RSPB,Gough 37,Gough,10,9,2013,B,66.4,52.9,94.2,
UCT-RSPB,Gough 73,Gough,10,9,2013,B,66.8,52.6,93.7,
UCT-RSPB,Gough 84,Gough,10,9,2013,B,66.4,54.5,100.0,
UCT-RSPB,Gough 40,Gough,10,9,2013,B,68.6,51.6,92.6,
UCT-RSPB,Gough 12,Gough,10,9,2013,B,69.0,51.7,93.5,
UCT-RSPB,Gough 35,Gough,10,9,2013,B,68.0,53.5,98.7,
UCT-RSPB,Gough 3,Gough,10,9,2013,B,68.4,53.0,97.4,
UCT-RSPB,Gough 46,Gough,10,9,2013,B,67.0,55.3,103.9,
UCT-RSPB,Gough 83,Gough,10,9,2013,B,66.4,56.4,107.1,
UCT-RSPB,Gough 26,Gough,10,9,2013,B,69.2,52.4,96.3,
UCT-RSPB,Gough 91,Gough,10,9,2013,B,69.0,53.1,98.6,
UCT-RSPB,Gough 97,Gough,10,9,2013,B,68.4,54.4,102.6,
UCT-RSPB,Gough 71,Gough,10,9,2013,B,68.4,54.5,103.0,
UCT-RSPB,Gough 70,Gough,10,9,2013,B,69.9,52.6,98.1,
UCT-RSPB,Gough 14,Gough,10,9,2013,B,68.6,54.6,103.7,
UCT-RSPB,Gough 94,Gough,10,9,2013,B,69.1,54.0,102.2,
UCT-RSPB,Gough 77,Gough,10,9,2013,B,68.8,54.6,104.0,
UCT-RSPB,Gough 43,Gough,10,9,2013,B,69.2,54.1,102.7,
UCT-RSPB,Gough 65,Gough,10,9,2013,B,69.9,53.9,103.0,
UCT-RSPB,Gough 86,Gough,10,9,2013,B,68.8,55.6,107.8,
UCT-RSPB,Gough 81,Gough,10,9,2013,B,69.6,54.6,105.2,
UCT-RSPB,Gough 34,Gough,10,9,2013,B,69.9,54.5,105.3,
UCT-RSPB,Gough 61,Gough,10,9,2013,B,69.6,55.2,107.5,
UCT-RSPB,Gough 56,Gough,10,9,2013,B,69.8,55.0,107.1,
UCT-RSPB,Gough 93,Gough,10,9,2013,B,70.3,54.4,105.5,
UCT-RSPB,Gough 8,Gough,10,9,2013,B,71.2,53.4,102.9,
UCT-RSPB,Gough 82,Gough,10,9,2013,B,70.2,54.9,107.3,
UCT-RSPB,Gough 6,Gough,10,9,2013,B,70.0,55.2,108.1,
UCT-RSPB,Gough 10,Gough,10,9,2013,B,70.1,55.2,108.3,
UCT-RSPB,Gough 60,Gough,10,9,2013,B,69.1,56.8,113.0,
UCT-RSPB,Gough 98,Gough,10,9,2013,B,70.4,55.1,108.4,
UCT-RSPB,Gough 74,Gough,10,9,2013,B,70.2,55.5,109.6,
UCT-RSPB,Gough 75,Gough,10,9,2013,B,70.0,55.9,110.9,
UCT-RSPB,Gough 88,Gough,10,9,2013,B,71.1,54.3,106.3,
UCT-RSPB,Gough 76,Gough,10,9,2013,B,70.1,55.8,110.7,
UCT-RSPB,Gough 16,Gough,10,9,2013,B,70.1,55.9,111.1,
UCT-RSPB,Gough 24,Gough,10,9,2013,B,71.1,54.9,108.6,
UCT-RSPB,Gough 41,Gough,10,9,2013,B,70.2,56.4,113.2,
UCT-RSPB,Gough 23,Gough,10,9,2013,B,72.1,53.9,106.2,
UCT-RSPB,Gough 52,Gough,10,9,2013,B,71.5,55.4,111.3,
UCT-RSPB,Gough 13,Gough,10,9,2013,B,71.2,56.1,113.6,
UCT-RSPB,Gough 9,Gough,10,9,2013,B,71.0,56.7,115.7,
UCT-RSPB,Gough 5,Gough,10,9,2013,B,72.7,54.2,108.3,
UCT-RSPB,Gough 33,Gough,10,9,2013,B,71.5,56.0,113.7,
UCT-RSPB,Gough 44,Gough,10,9,2013,B,71.0,56.8,116.1,
UCT-RSPB,Gough 62,Gough,10,9,2013,B,72.3,54.9,110.5,
UCT-RSPB,Gough 66,Gough,10,9,2013,B,72.2,55.6,113.2,
UCT-RSPB,Gough 17,Gough,10,9,2013,B,72.6,55.1,111.8,
UCT-RSPB,Gough 89,Gough,10,9,2013,B,73.6,53.8,108.0,
UCT-RSPB,Gough 39,Gough,10,9,2013,B,71.5,57.1,118.2,
UCT-RSPB,Gough 19,Gough,10,9,2013,B,70.9,58.0,120.9,
UCT-RSPB,Gough 38,Gough,10,9,2013,B,72.0,56.5,116.5,
UCT-RSPB,Gough 42,Gough,10,9,2013,B,71.6,57.2,118.8,
UCT-RSPB,Gough 32,Gough,10,9,2013,B,72.2,56.4,116.4,
UCT-RSPB,Gough 59,Gough,10,9,2013,B,72.0,56.9,118.2,
UCT-RSPB,Gough 28,Gough,10,9,2013,B,72.9,55.8,115.1,
UCT-RSPB,Gough 1,Gough,10,9,2013,B,74.4,53.9,109.6,
UCT-RSPB,Gough 18,Gough,10,9,2013,B,73.4,56.1,117.1,
UCT-RSPB,Gough 22,Gough,10,9,2013,B,73.4,56.4,118.4,
UCT-RSPB,Gough 31,Gough,10,9,2013,B,74.3,55.2,114.8,
UCT-RSPB,Gough 78,Gough,10,9,2013,B,73.9,56.4,119.2,
UCT-RSPB,Gough 92,Gough,10,9,2013,B,74.2,56.1,118.4,
UCT-RSPB,Gough 20,Gough,10,9,2013,B,74.6,56.4,120.3,
UCT-RSPB,Gough 15,Gough,10,9,2013,B,75.8,57.1,125.3,
UCT-RSPB,Gough 49,Gough,10,9,2013,B,76.3,56.8,124.8,
UCT-RSPB,Gough 64,Gough,10,9,2013,B,71.6,65.0,153.4,
UCT-RSPB,Gough 157,Gough,20,10,2014,A,58.3,45.3,60.7,
UCT-RSPB,Gough 130,Gough,20,10,2014,A,57.4,47.0,64.3,
UCT-RSPB,Gough 117,Gough,20,10,2014,A,59.1,47.4,67.3,
UCT-RSPB,Gough 197,Gough,20,10,2014,A,60.3,46.5,66.1,
UCT-RSPB,Gough 155,Gough,20,10,2014,A,59.2,48.9,71.8,
UCT-RSPB,Gough 160,Gough,20,10,2014,A,60.9,46.6,67.0,
UCT-RSPB,Gough 156,Gough,20,10,2014,A,62.3,44.8,63.4,
UCT-RSPB,Gough 174,Gough,20,10,2014,A,61.1,48.2,72.0,
UCT-RSPB,Gough 128,Gough,20,10,2014,A,61.9,47.2,69.9,
UCT-RSPB,Gough 103,Gough,20,10,2014,A,63.3,45.4,66.1,
UCT-RSPB,Gough 145,Gough,20,10,2014,A,62.7,47.1,70.5,
UCT-RSPB,Gough 109,Gough,20,10,2014,A,62.0,48.7,74.6,
UCT-RSPB,Gough 180,Gough,20,10,2014,A,63.5,46.6,69.9,
UCT-RSPB,Gough 167,Gough,20,10,2014,A,62.2,48.7,74.8,
UCT-RSPB,Gough 183,Gough,20,10,2014,A,62.2,48.7,74.8,
UCT-RSPB,Gough 150,Gough,20,10,2014,A,62.1,49.0,75.6,
UCT-RSPB,Gough 177,Gough,20,10,2014,A,63.5,47.3,72.0,
UCT-RSPB,Gough 149,Gough,20,10,2014,A,63.1,48.1,74.0,
UCT-RSPB,Gough 124,Gough,20,10,2014,A,62.8,49.0,76.4,
UCT-RSPB,Gough 139,Gough,20,10,2014,A,61.8,50.8,80.9,
UCT-RSPB,Gough 191,Gough,20,10,2014,A,64.3,47.2,72.6,
UCT-RSPB,Gough 105,Gough,20,10,2014,A,63.5,48.6,76.0,
UCT-RSPB,Gough 113,Gough,20,10,2014,A,63.3,48.9,76.7,
UCT-RSPB,Gough 172,Gough,20,10,2014,A,62.7,49.9,79.2,
UCT-RSPB,Gough 131,Gough,20,10,2014,A,62.9,49.7,78.8,
UCT-RSPB,Gough 144,Gough,20,10,2014,A,61.1,52.6,85.7,
UCT-RSPB,Gough 141,Gough,20,10,2014,A,63.1,49.9,79.7,
UCT-RSPB,Gough 187,Gough,20,10,2014,A,64.0,48.8,77.3,
UCT-RSPB,Gough 133,Gough,20,10,2014,A,63.9,49.0,77.8,
UCT-RSPB,Gough 162,Gough,20,10,2014,A,63.7,49.4,78.8,
UCT-RSPB,Gough 116,Gough,20,10,2014,A,61.9,52.1,85.2,
UCT-RSPB,Gough 176,Gough,20,10,2014,A,64.0,49.2,78.5,
UCT-RSPB,Gough 107,Gough,20,10,2014,A,63.5,50.0,80.5,
UCT-RSPB,Gough 123,Gough,20,10,2014,A,62.9,50.9,82.6,
UCT-RSPB,Gough 195,Gough,20,10,2014,A,64.7,48.4,76.8,
UCT-RSPB,Gough 184,Gough,20,10,2014,A,63.6,50.3,81.6,
UCT-RSPB,Gough 199,Gough,20,10,2014,A,64.3,49.6,80.2,
UCT-RSPB,Gough 137,Gough,20,10,2014,A,65.6,48.0,76.6,
UCT-RSPB,Gough 136,Gough,20,10,2014,A,65.3,48.8,78.8,
UCT-RSPB,Gough 112,Gough,20,10,2014,A,65.8,48.7,79.1,
UCT-RSPB,Gough 192,Gough,20,10,2014,A,65.0,50.3,83.4,
UCT-RSPB,Gough 194,Gough,20,10,2014,A,64.3,51.9,87.8,
UCT-RSPB,Gough 146,Gough,20,10,2014,A,65.0,51.0,85.7,
UCT-RSPB,Gough 134,Gough,20,10,2014,A,65.3,50.8,85.4,
UCT-RSPB,Gough 171,Gough,20,10,2014,A,66.2,49.6,82.6,
UCT-RSPB,Gough 186,Gough,20,10,2014,A,65.4,50.9,85.9,
UCT-RSPB,Gough 153,Gough,20,10,2014,A,66.5,49.5,82.6,
UCT-RSPB,Gough 120,Gough,20,10,2014,A,66.4,50.2,84.8,
UCT-RSPB,Gough 188,Gough,20,10,2014,A,66.9,49.9,84.5,
UCT-RSPB,Gough 148,Gough,20,10,2014,A,66.3,51.0,87.4,
UCT-RSPB,Gough 115,Gough,20,10,2014,A,66.4,50.9,87.2,
UCT-RSPB,Gough 104,Gough,20,10,2014,A,66.5,51.0,87.7,
UCT-RSPB,Gough 147,Gough,20,10,2014,A,65.7,52.3,91.1,
UCT-RSPB,Gough 106,Gough,20,10,2014,A,66.4,52.0,91.0,
UCT-RSPB,Gough 166,Gough,20,10,2014,A,67.2,50.9,88.3,
UCT-RSPB,Gough 198,Gough,20,10,2014,A,67.3,50.8,88.1,
UCT-RSPB,Gough 142,Gough,20,10,2014,A,66.8,51.7,90.5,
UCT-RSPB,Gough 185,Gough,20,10,2014,A,67.0,51.6,90.4,
UCT-RSPB,Gough 132,Gough,20,10,2014,A,68.6,49.3,84.5,
UCT-RSPB,Gough 178,Gough,20,10,2014,A,67.3,52.1,92.6,
UCT-RSPB,Gough 111,Gough,20,10,2014,A,67.4,52.0,92.4,
UCT-RSPB,Gough 163,Gough,20,10,2014,A,69.9,48.7,84.1,
UCT-RSPB,Gough 138,Gough,20,10,2014,A,68.5,51.2,91.0,
UCT-RSPB,Gough 168,Gough,20,10,2014,A,65.9,55.5,102.9,
UCT-RSPB,Gough 193,Gough,20,10,2014,A,69.3,50.9,91.0,
UCT-RSPB,Gough 114,Gough,20,10,2014,A,70.3,50.6,91.3,
UCT-RSPB,Gough 135,Gough,20,10,2014,A,69.9,53.3,100.7,
UCT-RSPB,Gough 180,Gough,20,10,2014,B,66.3,50.9,87.1,
UCT-RSPB,Gough 136,Gough,20,10,2014,B,65.7,52.4,91.5,
UCT-RSPB,Gough 155,Gough,20,10,2014,B,65.2,53.6,95.0,
UCT-RSPB,Gough 152,Gough,20,10,2014,B,67.3,51.5,90.5,
UCT-RSPB,Gough 128,Gough,20,10,2014,B,67.0,52.8,94.7,
UCT-RSPB,Gough 122,Gough,20,10,2014,B,66.9,53.2,96.0,
UCT-RSPB,Gough 164,Gough,20,10,2014,B,66.2,54.4,99.3,
UCT-RSPB,Gough 144,Gough,20,10,2014,B,65.9,54.9,100.7,
UCT-RSPB,Gough 157,Gough,20,10,2014,B,68.0,52.7,95.7,
UCT-RSPB,Gough 103,Gough,20,10,2014,B,69.0,51.4,92.4,
UCT-RSPB,Gough 126,Gough,20,10,2014,B,68.7,51.9,93.8,
UCT-RSPB,Gough 130,Gough,20,10,2014,B,67.2,54.3,100.5,
UCT-RSPB,Gough 156,Gough,20,10,2014,B,69.6,50.9,91.4,
UCT-RSPB,Gough 101,Gough,20,10,2014,B,68.4,52.9,97.0,
UCT-RSPB,Gough 161,Gough,20,10,2014,B,68.3,53.2,98.0,
UCT-RSPB,Gough 107,Gough,20,10,2014,B,68.1,54.0,100.7,
UCT-RSPB,Gough 150,Gough,20,10,2014,B,67.9,54.3,101.5,
UCT-RSPB,Gough 162,Gough,20,10,2014,B,67.9,54.8,103.4,
UCT-RSPB,Gough 170,Gough,20,10,2014,B,68.5,54.4,102.8,
UCT-RSPB,Gough 160,Gough,20,10,2014,B,69.3,53.5,100.6,
UCT-RSPB,Gough 118,Gough,20,10,2014,B,69.2,53.8,101.5,
UCT-RSPB,Gough 182,Gough,20,10,2014,B,69.6,53.3,100.2,
UCT-RSPB,Gough 117,Gough,20,10,2014,B,68.9,54.5,103.8,
UCT-RSPB,Gough 119,Gough,20,10,2014,B,68.9,54.6,104.1,
UCT-RSPB,Gough 169,Gough,20,10,2014,B,69.1,54.4,103.7,
UCT-RSPB,Gough 113,Gough,20,10,2014,B,69.6,53.8,102.1,
UCT-RSPB,Gough 183,Gough,20,10,2014,B,69.0,54.7,104.7,
UCT-RSPB,Gough 140,Gough,20,10,2014,B,68.9,54.9,105.3,
UCT-RSPB,Gough 141,Gough,20,10,2014,B,68.9,54.9,105.3,
UCT-RSPB,Gough 175,Gough,20,10,2014,B,68.9,54.9,105.3,
UCT-RSPB,Gough 127,Gough,20,10,2014,B,71.9,50.5,93.0,
UCT-RSPB,Gough 165,Gough,20,10,2014,B,70.3,53.0,100.1,
UCT-RSPB,Gough 133,Gough,20,10,2014,B,70.0,53.7,102.3,
UCT-RSPB,Gough 149,Gough,20,10,2014,B,70.0,53.9,103.1,
UCT-RSPB,Gough 154,Gough,20,10,2014,B,70.8,53.9,104.3,
UCT-RSPB,Gough 174,Gough,20,10,2014,B,70.2,54.8,106.9,
UCT-RSPB,Gough 186,Gough,20,10,2014,B,69.3,56.2,111.0,
UCT-RSPB,Gough 108,Gough,20,10,2014,B,72.0,52.3,99.8,
UCT-RSPB,Gough 192,Gough,20,10,2014,B,69.9,55.5,109.2,
UCT-RSPB,Gough 191,Gough,20,10,2014,B,71.9,53.0,102.4,
UCT-RSPB,Gough 124,Gough,20,10,2014,B,70.2,55.7,110.4,
UCT-RSPB,Gough 172,Gough,20,10,2014,B,70.5,55.3,109.3,
UCT-RSPB,Gough 189,Gough,20,10,2014,B,71.4,54.0,105.6,
UCT-RSPB,Gough 196,Gough,20,10,2014,B,71.6,54.0,105.9,
UCT-RSPB,Gough 195,Gough,20,10,2014,B,70.6,55.5,110.3,
UCT-RSPB,Gough 158,Gough,20,10,2014,B,71.5,54.2,106.5,
UCT-RSPB,Gough 179,Gough,20,10,2014,B,72.0,53.7,105.3,
UCT-RSPB,Gough 187,Gough,20,10,2014,B,71.1,55.1,109.4,
UCT-RSPB,Gough 151,Gough,20,10,2014,B,69.7,57.2,115.6,
UCT-RSPB,Gough 105,Gough,20,10,2014,B,71.5,54.9,109.3,
UCT-RSPB,Gough 109,Gough,20,10,2014,B,71.4,55.3,110.7,
UCT-RSPB,Gough 112,Gough,20,10,2014,B,72.0,54.5,108.4,
UCT-RSPB,Gough 167,Gough,20,10,2014,B,72.4,54.5,109.0,
UCT-RSPB,Gough 184,Gough,20,10,2014,B,70.5,57.5,118.2,
UCT-RSPB,Gough 110,Gough,20,10,2014,B,72.2,55.2,111.5,
UCT-RSPB,Gough 199,Gough,20,10,2014,B,71.7,56.0,114.0,
UCT-RSPB,Gough 106,Gough,20,10,2014,B,71.0,57.2,117.8,
UCT-RSPB,Gough 116,Gough,20,10,2014,B,70.5,58.1,120.7,
UCT-RSPB,Gough 135,Gough,20,10,2014,B,72.0,56.2,115.3,
UCT-RSPB,Gough 177,Gough,20,10,2014,B,72.9,55.0,111.8,
UCT-RSPB,Gough 194,Gough,20,10,2014,B,71.4,57.4,119.3,
UCT-RSPB,Gough 176,Gough,20,10,2014,B,72.4,56.1,115.5,
UCT-RSPB,Gough 121,Gough,20,10,2014,B,71.6,57.3,119.2,
UCT-RSPB,Gough 131,Gough,20,10,2014,B,71.9,57.0,118.4,
UCT-RSPB,Gough 171,Gough,20,10,2014,B,71.8,57.6,120.8,
UCT-RSPB,Gough 120,Gough,20,10,2014,B,72.8,56.4,117.4,
UCT-RSPB,Gough 134,Gough,20,10,2014,B,71.4,58.7,124.7,
UCT-RSPB,Gough 190,Gough,20,10,2014,B,73.3,55.9,116.1,
UCT-RSPB,Gough 139,Gough,20,10,2014,B,71.6,58.5,124.2,
UCT-RSPB,Gough 168,Gough,20,10,2014,B,73.9,55.2,114.2,
UCT-RSPB,Gough 123,Gough,20,10,2014,B,72.3,57.8,122.5,
UCT-RSPB,Gough 153,Gough,20,10,2014,B,73.4,56.5,118.8,
UCT-RSPB,Gough 147,Gough,20,10,2014,B,72.9,57.5,122.2,
UCT-RSPB,Gough 193,Gough,20,10,2014,B,74.7,55.0,114.6,
UCT-RSPB,Gough 142,Gough,20,10,2014,B,73.0,57.6,122.8,
UCT-RSPB,Gough 178,Gough,20,10,2014,B,73.7,56.6,119.7,
UCT-RSPB,Gough 188,Gough,20,10,2014,B,73.6,56.9,120.8,
UCT-RSPB,Gough 138,Gough,20,10,2014,B,73.9,56.6,120.0,
UCT-RSPB,Gough 104,Gough,20,10,2014,B,73.2,57.9,124.4,
UCT-RSPB,Gough 185,Gough,20,10,2014,B,74.3,56.6,120.7,
UCT-RSPB,Gough 143,Gough,20,10,2014,B,74.4,56.5,120.4,
UCT-RSPB,Gough 146,Gough,20,10,2014,B,74.3,56.7,121.1,
UCT-RSPB,Gough 198,Gough,20,10,2014,B,74.0,57.2,122.8,
UCT-RSPB,Gough 166,Gough,20,10,2014,B,74.9,55.9,118.7,
UCT-RSPB,Gough 132,Gough,20,10,2014,B,75.4,55.4,117.3,
UCT-RSPB,Gough 148,Gough,20,10,2014,B,74.9,56.3,120.4,
UCT-RSPB,Gough 111,Gough,20,10,2014,B,74.4,57.1,123.0,
UCT-RSPB,Gough 181,Gough,20,10,2014,B,74.7,56.9,122.6,
UCT-RSPB,Gough 173,Gough,20,10,2014,B,73.7,59.3,131.4,
UCT-RSPB,Gough 115,Gough,20,10,2014,B,75.5,57.4,126.1,
UCT-RSPB,Gough 114,Gough,20,10,2014,B,76.3,57.8,129.2,
WFVZ,178203,Tristan,,1,1888,U,66.7,53.3,95.9,measured by René Corado
Williams 1980,Williams 17,Gough,,,1979,A,56.1,50.8,73.4,Simulated from mean ± SD
Williams 1980,Williams 7,Gough,,,1979,A,57.8,49.1,70.7,Simulated from mean ± SD
Williams 1980,Williams 6,Gough,,,1979,A,59.3,49.6,73.9,Simulated from mean ± SD
Williams 1980,Williams 1,Gough,,,1979,A,58.8,50.6,76.3,Simulated from mean ± SD
Williams 1980,Williams 28,Gough,,,1979,A,59.9,49.4,74.2,Simulated from mean ± SD
Williams 1980,Williams 25,Gough,,,1979,A,60.8,49.2,74.8,Simulated from mean ± SD
Williams 1980,Williams 3,Gough,,,1979,A,60.3,50.4,77.6,Simulated from mean ± SD
Williams 1980,Williams 19,Gough,,,1979,A,61.9,48.2,73.0,Simulated from mean ± SD
Williams 1980,Williams 29,Gough,,,1979,A,62.4,48.7,74.9,Simulated from mean ± SD
Williams 1980,Williams 30,Gough,,,1979,A,64.0,46.7,70.8,Simulated from mean ± SD
Williams 1980,Williams 18,Gough,,,1979,A,62.3,50.1,79.2,Simulated from mean ± SD
Williams 1980,Williams 13,Gough,,,1979,A,61.9,51.4,82.9,Simulated from mean ± SD
Williams 1980,Williams 21,Gough,,,1979,A,62.7,52.4,87.1,Simulated from mean ± SD
Williams 1980,Williams 2,Gough,,,1979,A,64.7,49.3,79.8,Simulated from mean ± SD
Williams 1980,Williams 8,Gough,,,1979,A,65.1,48.9,78.9,Simulated from mean ± SD
Williams 1980,Williams 20,Gough,,,1979,A,65.1,49.9,82.1,Simulated from mean ± SD
Williams 1980,Williams 4,Gough,,,1979,A,65.1,50.4,83.9,Simulated from mean ± SD
Williams 1980,Williams 23,Gough,,,1979,A,65.9,49.7,82.6,Simulated from mean ± SD
Williams 1980,Williams 24,Gough,,,1979,A,66.0,49.8,83.0,Simulated from mean ± SD
Williams 1980,Williams 14,Gough,,,1979,A,68.9,46.1,74.1,Simulated from mean ± SD
Williams 1980,Williams 5,Gough,,,1979,A,67.8,48.6,81.2,Simulated from mean ± SD
Williams 1980,Williams 26,Gough,,,1979,A,66.9,50.4,86.1,Simulated from mean ± SD
Williams 1980,Williams 12,Gough,,,1979,A,67.8,49.4,83.8,Simulated from mean ± SD
Williams 1980,Williams 27,Gough,,,1979,A,70.3,46.8,78.1,Simulated from mean ± SD
Williams 1980,Williams 15,Gough,,,1979,A,69.4,48.8,83.7,Simulated from mean ± SD
Williams 1980,Williams 22,Gough,,,1979,A,69.2,49.3,85.3,Simulated from mean ± SD
Williams 1980,Williams 9,Gough,,,1979,A,72.2,46.4,79.0,Simulated from mean ± SD
Williams 1980,Williams 16,Gough,,,1979,A,70.5,50.8,92.4,Simulated from mean ± SD
Williams 1980,Williams 10,Gough,,,1979,A,71.1,51.7,96.4,Simulated from mean ± SD
Williams 1980,Williams 11,Gough,,,1979,A,74.8,51.0,98.4,Simulated from mean ± SD
Williams 1980,Williams 10,Gough,,,1979,B,70.7,52.7,99.8,Simulated from mean ± SD
Williams 1980,Williams 22,Gough,,,1979,B,69.2,56.4,111.6,Simulated from mean ± SD
Williams 1980,Williams 21,Gough,,,1979,B,69.8,55.6,109.5,Simulated from mean ± SD
Williams 1980,Williams 27,Gough,,,1979,B,70.9,54.7,107.5,Simulated from mean ± SD
Williams 1980,Williams 20,Gough,,,1979,B,72.1,53.6,104.8,Simulated from mean ± SD
Williams 1980,Williams 14,Gough,,,1979,B,71.9,54.0,106.3,Simulated from mean ± SD
Williams 1980,Williams 23,Gough,,,1979,B,70.5,56.3,113.2,Simulated from mean ± SD
Williams 1980,Williams 25,Gough,,,1979,B,72.8,53.2,104.5,Simulated from mean ± SD
Williams 1980,Williams 12,Gough,,,1979,B,71.1,55.7,112.0,Simulated from mean ± SD
Williams 1980,Williams 7,Gough,,,1979,B,73.0,53.3,105.3,Simulated from mean ± SD
Williams 1980,Williams 1,Gough,,,1979,B,71.5,55.7,112.5,Simulated from mean ± SD
Williams 1980,Williams 19,Gough,,,1979,B,73.6,53.8,108.0,Simulated from mean ± SD
Williams 1980,Williams 5,Gough,,,1979,B,72.2,56.0,114.8,Simulated from mean ± SD
Williams 1980,Williams 8,Gough,,,1979,B,72.7,55.6,114.1,Simulated from mean ± SD
Williams 1980,Williams 13,Gough,,,1979,B,73.5,54.7,111.5,Simulated from mean ± SD
Williams 1980,Williams 11,Gough,,,1979,B,72.7,56.1,116.1,Simulated from mean ± SD
Williams 1980,Williams 29,Gough,,,1979,B,73.8,54.7,111.9,Simulated from mean ± SD
Williams 1980,Williams 17,Gough,,,1979,B,72.8,56.7,118.6,Simulated from mean ± SD
Williams 1980,Williams 6,Gough,,,1979,B,73.1,56.2,117.1,Simulated from mean ± SD
Williams 1980,Williams 15,Gough,,,1979,B,72.8,57.2,120.9,Simulated from mean ± SD
Williams 1980,Williams 28,Gough,,,1979,B,73.3,56.6,118.8,Simulated from mean ± SD
